race_id,horse_no,horse_id,result,won,lengths_behind,horse_age,horse_country,horse_type,horse_rating,horse_gear,declared_weight,actual_weight,draw,position_sec1,position_sec2,position_sec3,position_sec4,position_sec5,position_sec6,behind_sec1,behind_sec2,behind_sec3,behind_sec4,behind_sec5,behind_sec6,time1,time2,time3,time4,time5,time6,finish_time,win_odds,place_odds,trainer_id,jockey_id,date,venue,surface
6468,8,3269,14,False,1.75,3,USA,Gelding,31,CP-,1108.0,113,5,6,9,9,4.0,,,2.5,0.5,3.5,,,,24.53,22.89,23.4,24.92,24.92,,101.09,15.0,1.9,69,40,2003-09-18,ST,0
6469,6,3964,11,False,6.25,3,IRE,Gelding,35,--,1057.0,118,5,14,8,12,2.0,,,1.0,1.0,11.25,0.25,,,13.93,23.74,22.81,23.12,,,69.47,5.8,1.8,118,18,1998-12-13,ST,0
6470,9,413,12,False,10.5,3,AUS,Gelding,60,--,1193.0,127,9,6,12,7,,8.0,,2.5,0.25,2.0,,,,29.88,23.62,24.46,,,,70.43,12.0,1.8,4,93,2003-11-20,ST,0
6471,13,166,10,False,3.5,7,AUS,Gelding,60,--,1166.0,131,11,12,2,8,6.0,,,0.25,12.0,5.0,0.75,,,24.73,21.95,25.24,25.17,,,70.8,20.0,5.6,47,162,2000-09-13,ST,0
6472,3,174,14,False,8.0,3,AUS,Gelding,44,--,1146.0,128,10,6,3,11,,,,4.75,8.75,6.75,3.5,,,28.71,24.51,23.56,23.84,,,70.37,9.6,2.9,47,40,2000-10-23,ST,1
6473,6,3417,12,False,3.0,3,FR,Gelding,74,--,1107.0,127,1,11,5,2,,,,0.25,4.5,5.25,2.0,5.0,,13.05,22.68,23.6,,,,108.69,34.0,3.8,137,110,1998-07-06,HV,0
6474,6,2306,5,False,5.0,6,GB,Gelding,60,--,1110.0,119,13,1,8,1,6.0,10.0,,5.25,2.0,8.75,12.75,,,25.23,24.26,23.84,,,,71.51,7.4,3.2,98,162,2004-12-14,HV,0
6475,1,440,12,False,4.25,3,AUS,Gelding,60,TT1,1073.0,130,8,2,12,7,1.0,,,3.5,1.0,9.5,6.75,,,23.98,22.14,23.14,23.98,,,85.18,25.0,11.0,38,38,2004-08-13,ST,0
6476,5,518,8,False,5.5,4,NZ,Gelding,74,--,1097.0,126,8,7,9,14,,,,5.5,0.75,3.5,,,,24.12,23.13,23.73,25.71,,,123.43,16.0,,54,39,2005-02-15,ST,0
6477,11,1151,12,False,4.75,3,NZ,Gelding,58,--,1144.0,121,4,4,6,12,,,,4.75,0.5,3.25,,,,24.42,24.2,23.1,,,,70.76,4.2,2.1,118,55,2004-03-23,HV,0
6478,3,3141,11,False,5.25,3,AUS,Gelding,64,--,1090.0,122,9,5,5,4,4.0,,,0.5,3.25,7.25,4.25,,,13.75,22.0,25.06,23.76,,,71.89,11.0,2.1,63,69,2003-07-27,HV,0
6479,2,3423,7,False,2.75,6,AUS,Gelding,60,SR/B2,1123.0,122,1,7,9,14,,,,3.5,8.25,10.75,8.75,,,25.93,23.37,24.1,23.57,,,102.19,2.8,1.5,47,57,2002-02-11,HV,0
6480,6,3238,10,False,4.0,3,AUS,Brown,75,--,1018.0,119,6,2,8,5,,,,1.25,7.5,1.25,,,,24.75,22.1,22.72,,,,97.74,51.0,2.0,118,77,2005-06-09,ST,0
6481,1,3210,5,False,6.5,3,NZ,Gelding,102,TT/CP2,1081.0,130,14,6,1,11,13.0,,,1.25,12.75,4.5,7.75,,,25.67,22.71,23.6,24.86,24.02,,57.84,12.0,3.1,9,34,2003-02-10,HV,0
6482,1,2244,11,False,0.0,4,NZ,Gelding,60,--,1135.0,127,9,2,6,4,,,,0.5,6.75,20.25,9.5,,,13.64,21.74,23.91,27.33,,,95.97,6.7,2.7,97,2,2003-03-13,HV,0
6483,5,2356,6,False,1.25,3,AUS,Gelding,60,--,1217.0,121,5,2,12,14,2.0,8.0,,4.0,0.5,3.25,4.25,,,13.97,24.96,23.14,23.62,,,102.01,6.3,1.7,164,115,2005-11-10,HV,1
6484,11,54,3,False,1.5,3,IRE,Gelding,60,--,1137.0,117,6,7,9,4,10.0,,,5.75,4.75,4.0,3.75,,,14.11,22.7,23.76,,,,70.12,15.0,3.7,54,40,1998-08-10,ST,1
6485,12,1264,8,False,2.0,3,NZ,Gelding,60,--,1075.0,115,6,13,7,14,9.0,,,1.0,1.25,4.0,,0.25,,27.59,21.87,25.14,22.84,,,83.77,2.5,4.1,54,95,2004-12-17,HV,0
6486,12,3246,8,False,2.25,3,NZ,Gelding,60,--,1099.0,126,2,10,6,12,,,,6.25,2.75,0.25,1.25,,,14.39,22.34,23.71,23.56,,,70.94,8.6,3.8,9,132,2000-02-07,ST,1
6487,1,885,3,False,2.75,5,AUS,Gelding,60,TT/H,1053.0,118,8,10,11,2,11.0,,,4.5,3.5,19.75,,,,14.32,23.2,24.03,24.4,,,82.0,9.9,13.0,97,34,2001-11-01,ST,0
6488,8,3608,8,False,0.25,5,SAF,Gelding,60,--,1091.0,115,3,10,10,11,5.0,,,0.25,4.25,0.5,7.5,,,26.19,24.59,22.65,25.31,,,97.75,10.0,2.2,9,145,2002-09-02,HV,0
6489,7,58,5,False,5.0,3,IRE,Gelding,60,--,1083.0,130,8,9,10,1,,,,2.0,1.25,3.5,,,,14.46,23.31,23.64,,,,95.55,13.0,2.3,138,115,2002-12-02,ST,0
6490,2,3043,7,False,4.75,3,IRE,Gelding,60,TT/B,1160.0,131,12,8,12,1,,,,2.0,5.25,0.75,3.0,,,24.29,22.34,24.03,23.49,,,71.81,13.0,37.0,164,39,2004-12-06,ST,0
6491,9,3047,9,False,0.0,3,AUS,Gelding,60,TT/B,1109.0,116,5,13,10,9,9.0,6.0,,2.25,5.5,1.0,,,,14.85,22.05,23.78,,,,82.71,99.0,3.3,27,63,2003-06-02,ST,0
6492,12,1498,1,False,0.0,4,IRE,Gelding,83,--,1066.0,125,8,10,4,9,,,,4.75,5.75,7.5,,12.75,,14.37,22.55,22.58,,,,70.33,29.0,2.1,47,38,2000-06-27,HV,0
6493,8,256,1,False,7.5,4,IRE,Gelding,80,--,985.0,113,6,1,13,9,12.0,,,0.5,0.25,0.15,2.25,,,13.62,22.98,22.64,,,,100.83,12.0,8.4,60,138,2004-03-09,ST,0
6494,10,1581,9,False,8.75,3,NZ,Gelding,52,--,1157.0,114,4,5,3,10,,,,6.0,2.0,6.5,6.5,,,25.14,22.66,25.05,22.86,,,70.2,2.8,2.2,69,63,2002-12-02,HV,0
6495,10,2364,8,False,5.0,2,NZ,Gelding,65,TT,1124.0,112,4,8,2,5,,,6.0,5.25,0.5,0.25,,,,23.91,23.38,23.55,23.82,23.31,,58.11,82.0,1.6,138,161,2004-11-26,ST,0
6496,10,4345,5,False,2.25,3,NZ,Gelding,60,--,1120.0,126,7,1,11,9,,,,4.0,1.75,1.0,,7.5,,14.36,23.56,22.9,,,,97.5,99.0,3.3,29,50,2001-02-13,ST,0
6497,6,814,5,False,5.25,3,NZ,Gelding,41,--,1125.0,118,8,5,13,4,4.0,,,1.0,4.0,3.0,,,,13.76,23.44,23.47,24.16,25.76,,71.75,82.0,2.8,132,63,2006-07-17,ST,0
6498,6,282,12,False,12.25,3,AUS,Gelding,43,TT/CP-/XB/B1,1051.0,121,2,8,1,6,,,,8.0,12.0,6.75,,0.15,,13.29,23.44,23.31,,,,83.83,12.0,9.3,137,177,2001-07-16,ST,1
6499,4,2795,5,False,5.0,3,NZ,Gelding,68,B1,1150.0,126,8,6,9,13,11.0,,,5.5,2.25,6.5,,,,24.71,23.25,24.58,,,,59.3,47.0,9.1,132,151,2004-12-17,ST,0
6500,7,2718,1,False,1.5,2,AUS,Gelding,60,--,1133.0,118,2,12,4,11,,,,1.25,3.25,1.0,,,,26.0,22.95,24.83,,,,83.7,14.0,2.4,7,91,2000-12-19,HV,0
6501,5,2555,4,False,0.0,3,AUS,Brown,60,--,1160.0,126,3,14,11,1,10.0,3.0,,3.5,1.75,2.0,2.0,,,13.54,21.93,22.76,,24.87,,90.51,2.8,11.0,128,149,2001-05-31,HV,0
6502,11,4388,4,False,4.5,3,AUS,Gelding,54,TT/H,1034.0,127,10,5,3,1,3.0,,,6.5,1.25,6.0,,,,24.72,24.44,24.13,23.21,,,57.37,8.1,14.0,138,24,2005-02-22,ST,0
6503,8,3168,10,False,7.25,4,USA,Gelding,60,TT1,1156.0,116,13,8,1,10,,,,0.25,2.75,0.75,,,,14.2,22.19,24.6,23.29,,,101.36,61.0,,117,157,1998-09-14,HV,0
6504,7,2119,10,False,0.0,5,NZ,Gelding,52,--,1234.0,126,5,9,8,10,3.0,,,1.75,7.75,8.0,3.25,,,24.19,23.56,25.12,23.5,,,82.84,8.1,1.7,29,21,1999-09-05,HV,0
6505,11,2484,4,False,1.0,3,AUS,Gelding,60,B,1107.0,118,1,6,5,13,7.0,,,0.75,4.25,2.75,,1.25,,25.14,21.86,24.05,,,,71.46,99.0,4.1,7,177,2004-11-12,ST,0
6506,8,4271,7,False,13.5,3,AUS,Gelding,60,--,1254.0,124,2,11,11,6,8.0,,,0.25,1.5,2.75,,,,25.37,22.32,23.72,22.84,,,84.14,11.0,3.9,69,63,2000-08-29,HV,0
6507,11,342,7,False,0.0,3,AUS,Gelding,60,H,1122.0,116,12,7,9,10,,,,0.75,9.75,6.75,5.75,,,25.63,22.23,22.6,,23.72,,72.17,34.0,4.8,47,115,1999-11-08,ST,0
6508,9,2186,4,False,7.5,3,AUS,Gelding,64,TT/XB,1226.0,128,2,1,2,8,8.0,,,7.25,4.5,5.75,,,,24.26,23.44,22.89,,,,109.14,15.0,10.0,27,34,2001-10-11,ST,0
6509,11,595,11,False,1.25,3,IRE,Gelding,60,--,1126.0,124,9,2,2,7,,,,4.25,4.5,3.25,,,,28.37,21.68,24.06,24.13,,,83.6,79.0,16.0,138,2,1999-08-26,ST,0
6510,1,3008,9,False,1.5,4,IRE,Gelding,60,--,1105.0,118,7,1,11,5,10.0,,,6.5,6.5,5.0,10.25,,,24.57,22.67,22.19,24.96,,,71.59,62.0,8.0,73,151,2003-03-18,ST,0
6511,2,433,14,False,2.5,3,AUS,Gelding,57,--,1040.0,116,2,5,2,5,3.0,,,8.25,2.25,5.0,3.25,,,27.72,24.35,23.03,,,,102.48,15.0,,38,76,2003-11-16,HV,0
6512,8,976,12,False,4.75,3,NZ,Gelding,41,TT/CP1,1150.0,131,5,11,1,1,8.0,,,4.75,6.25,2.5,1.5,,,29.73,23.99,24.2,25.37,,,82.47,4.7,31.0,75,175,2005-01-18,HV,0
6513,12,1357,5,False,4.75,3,AUS,Gelding,60,--,1046.0,124,7,14,11,12,,8.0,,2.25,5.0,11.75,2.75,,,14.36,22.24,22.62,23.34,24.32,,59.66,33.0,2.6,164,138,2001-06-17,ST,0
6514,1,435,3,False,10.5,3,AUS,Gelding,41,--,1170.0,117,8,10,10,8,,,,2.5,6.0,2.25,2.0,,,24.86,22.91,24.04,,23.54,,57.91,5.8,2.7,98,2,2001-12-06,ST,0
6515,14,3117,4,False,7.25,3,GB,Gelding,60,P2,1047.0,119,8,13,4,2,2.0,,,6.5,2.0,6.0,13.5,,,30.36,20.84,24.86,23.95,21.85,,112.1,2.5,19.0,137,76,2004-01-01,ST,0
6516,11,267,6,False,1.5,4,AUS,Gelding,60,--,1147.0,133,3,3,4,7,5.0,,,4.75,0.5,0.75,,10.0,,26.04,22.09,25.56,23.88,23.03,,69.46,15.0,5.3,132,63,2006-07-06,ST,0
6517,8,3112,1,False,0.0,3,NZ,Gelding,35,--,1090.0,125,3,1,8,5,,,,7.75,1.75,3.25,,,,25.93,23.77,25.91,24.3,,,70.07,88.0,8.5,47,175,2005-01-11,ST,0
6518,1,1005,2,False,1.5,3,NZ,Gelding,60,TT/H,1107.0,128,4,10,6,6,,,,5.5,6.75,5.25,3.25,5.5,,15.29,23.45,25.48,,,,70.04,26.0,23.0,54,115,2001-02-16,HV,0
6519,7,762,10,False,4.75,3,AUS,Gelding,60,TT/B1,1196.0,116,12,6,10,12,9.0,9.0,,5.75,10.25,3.0,,,,13.22,23.58,24.35,,,,70.0,17.0,1.8,111,18,2000-12-15,HV,0
6520,10,1649,9,False,2.75,3,NZ,Gelding,45,--,1143.0,129,4,13,6,10,,,,0.15,1.5,2.75,,1.5,,28.42,23.97,24.03,,,,57.68,55.0,10.0,4,100,2000-10-30,HV,0
6521,12,585,10,False,3.5,3,AUS,Gelding,60,--,1044.0,127,4,8,14,7,12.0,,,3.5,2.0,2.5,8.75,,,29.59,22.75,23.4,,,,83.5,35.0,3.7,164,39,1999-08-05,ST,0
6522,2,2724,5,False,5.5,3,AUS,Gelding,60,B,1076.0,130,7,14,4,2,4.0,,,1.5,3.0,9.75,2.0,,,24.08,24.56,23.47,24.59,,,102.16,10.0,4.5,80,57,1998-08-23,ST,0
6523,2,1417,7,False,7.0,3,IRE,Gelding,52,TT/B,1082.0,120,5,8,1,10,4.0,,,0.25,0.5,4.0,,7.0,,27.01,23.25,23.82,27.14,,,70.18,15.0,2.8,80,77,1999-09-23,ST,0
6524,9,1167,11,False,1.25,3,AUS,Gelding,95,--,1067.0,133,9,2,13,10,6.0,11.0,,1.75,3.5,0.75,5.0,,,13.86,21.9,22.58,,,,110.81,24.0,13.0,132,110,1999-07-12,ST,0
6525,1,369,8,False,0.25,3,AUS,Gelding,39,--,1191.0,125,7,10,7,10,,,,6.25,2.0,12.25,3.25,4.0,,30.1,23.8,23.68,,,,83.39,19.0,4.2,132,151,2005-08-15,ST,0
6526,1,3987,9,False,0.0,4,USA,Horse,60,--,1013.0,123,14,12,8,11,,,,0.5,6.5,0.15,,,,14.94,24.07,24.47,24.37,,,96.93,66.0,2.5,98,2,2004-06-01,ST,0
6527,1,49,6,False,5.75,3,IRE,Gelding,57,--,969.0,128,4,7,8,8,,2.0,,0.15,11.0,5.75,1.75,,,28.65,23.59,23.4,22.37,,,101.67,33.0,5.2,137,115,2002-12-17,ST,0
6528,12,1556,4,False,5.25,3,AUS,Gelding,60,B,1083.0,118,12,5,5,2,8.0,,,6.0,6.0,4.25,,,,24.36,22.86,24.01,,,,70.21,5.3,2.5,54,2,2005-12-13,ST,0
6529,6,783,9,False,3.75,3,AUS,Gelding,46,--,1039.0,122,12,9,8,1,2.0,,,4.0,6.0,0.15,9.5,,,13.42,23.39,24.23,24.64,,,70.32,2.0,4.1,137,64,2004-12-14,HV,0
6530,12,666,12,False,3.75,3,NZ,Gelding,60,--,1041.0,128,10,11,4,3,11.0,,,1.75,2.0,4.5,,13.0,,14.48,24.17,24.14,,,,57.78,13.0,2.7,138,93,2001-03-22,ST,0
6531,8,1825,7,False,1.5,4,NZ,Gelding,60,--,1148.0,121,3,13,12,9,,,,0.75,10.75,2.75,4.5,,,14.53,22.18,24.03,,,,97.7,99.0,2.8,75,8,1998-07-02,HV,0
6532,6,805,12,False,6.25,4,NZ,Gelding,60,--,1156.0,133,12,5,3,2,,,,8.75,0.75,5.5,,,,24.52,24.58,24.24,,,,71.44,6.7,1.9,54,40,2001-07-30,ST,0
6533,2,339,7,False,7.25,3,IRE,Gelding,63,TT,1174.0,124,10,7,2,1,10.0,,,4.5,6.5,4.25,,,,14.07,22.35,24.14,,,,96.41,28.0,3.3,118,145,2002-02-21,ST,0
6534,3,2183,7,False,8.0,3,NZ,Gelding,60,--,1143.0,128,5,12,1,8,5.0,,,1.25,5.5,6.75,3.0,,,25.81,21.82,23.71,23.22,23.48,,109.7,23.0,1.7,63,138,2001-09-24,ST,0
6535,7,3616,11,False,8.75,3,NZ,Gelding,60,TT/CP,1110.0,128,13,2,8,8,14.0,,11.0,6.25,0.5,0.25,7.0,4.75,,24.66,22.49,23.84,25.55,,,69.9,97.0,59.0,27,175,2005-10-31,ST,0
6536,11,43,4,False,0.0,3,USA,Gelding,60,--,1142.0,123,10,9,1,6,4.0,,,2.0,2.75,2.0,6.25,,,25.86,21.94,22.2,22.47,,,83.37,3.0,8.5,63,76,1998-11-19,HV,0
6537,4,259,2,False,9.0,4,GB,Gelding,44,TT,1155.0,132,9,1,3,8,,,,3.25,3.5,3.0,,,,14.07,23.61,24.28,,,,70.6,99.0,5.6,137,63,1998-10-05,HV,1
6538,12,352,11,False,10.0,3,IRE,Gelding,79,B/XB,1172.0,125,11,13,5,7,10.0,,,0.25,8.75,7.75,,,,13.69,23.95,24.59,,,,70.27,41.0,,69,125,2005-08-29,ST,0
6539,11,479,10,False,0.25,3,AUS,Gelding,60,--,1166.0,125,1,13,8,8,11.0,,,1.0,2.0,2.25,,,,15.18,22.19,23.61,22.65,,,95.64,99.0,,7,57,2001-07-26,HV,0
6540,12,721,3,False,5.25,3,AUS,Gelding,60,CP,1162.0,123,14,14,10,9,,,,11.25,1.75,5.25,,,,13.53,22.89,22.75,,,,97.68,4.1,2.3,80,24,2006-02-02,HV,0
6541,1,2809,6,False,3.75,5,AUS,Gelding,60,--,1105.0,129,6,3,10,1,11.0,,,3.0,10.25,2.0,5.75,,,14.56,23.67,23.22,24.82,,,83.24,4.1,2.6,4,157,2000-10-10,ST,0
6542,7,1978,9,False,0.2,3,NZ,Gelding,81,--,1021.0,122,13,10,5,5,12.0,,,3.25,6.0,6.5,3.75,,,14.53,23.98,25.25,,,,58.05,99.0,22.0,137,95,2000-01-13,ST,1
6543,2,2400,1,False,6.0,4,AUS,Gelding,60,--,1038.0,115,1,11,6,3,2.0,,,1.0,4.5,2.25,0.15,0.15,,25.19,22.73,22.27,,,,70.72,16.0,28.0,118,18,2005-02-22,HV,0
6544,2,4246,1,False,4.0,3,USA,Gelding,52,P,1063.0,127,10,8,4,2,12.0,,,1.75,3.75,3.5,,,,14.49,22.91,24.95,24.71,,,71.93,5.0,3.6,132,162,2003-10-20,ST,0
6545,9,449,10,False,0.2,3,NZ,Brown,60,--,1131.0,124,6,12,9,1,12.0,,,2.25,6.5,1.5,5.0,,,12.73,24.46,24.17,,,,100.9,38.0,,55,63,2001-03-12,ST,0
6546,11,4020,7,False,2.75,5,GB,Gelding,60,TT,1121.0,126,9,11,11,5,,,,6.25,3.75,2.5,7.0,6.5,,13.47,24.18,23.91,,,,102.34,8.9,9.2,7,149,2001-11-01,HV,0
6547,12,4157,6,False,2.0,3,GB,Gelding,52,--,1218.0,126,4,7,3,10,,,,6.5,6.5,7.5,3.0,,,15.35,23.05,25.19,23.5,,,84.04,99.0,25.0,164,113,2002-08-19,HV,0
6548,9,3269,8,False,1.25,3,NZ,Gelding,60,--,1000.0,128,4,1,5,1,9.0,,,4.75,0.15,1.5,4.0,,,14.34,21.43,22.85,22.62,,,80.96,29.0,19.0,38,95,2004-11-02,ST,0
6549,3,676,9,False,5.25,3,NZ,Gelding,60,TT1/PC-/B2,1137.0,125,10,3,13,9,,,,4.75,4.25,1.25,4.5,,,14.58,24.44,24.13,24.34,,,97.66,7.5,,27,40,2001-09-12,HV,0
6550,8,86,4,False,0.75,3,AUS,Gelding,70,--,1048.0,116,13,7,12,4,3.0,,,4.25,1.5,6.25,3.25,,,14.67,21.99,26.06,,23.58,,96.81,67.0,12.0,75,63,2000-03-24,ST,0
6551,6,2799,1,False,4.25,4,GB,Gelding,48,--,1088.0,124,6,12,8,7,4.0,,,0.5,3.75,0.75,,,,23.67,22.14,22.83,22.84,,,84.13,4.3,6.8,55,149,2005-07-18,HV,0
6552,6,598,7,False,4.25,3,AUS,Gelding,60,B,1010.0,133,6,8,1,6,,1.0,,2.0,1.75,5.75,7.5,,3.5,13.25,23.98,23.0,23.63,22.89,,85.1,3.9,1.1,137,151,2005-03-10,HV,0
6553,13,3446,8,False,0.0,3,AUS,Gelding,60,--,1165.0,127,9,9,3,11,7.0,,,2.5,8.0,5.75,,,,14.86,22.51,24.2,,,,70.77,23.0,23.0,80,24,1998-06-08,ST,0
6554,1,3806,7,False,4.0,3,NZ,Gelding,60,--,1126.0,125,5,8,14,14,4.0,,,0.5,4.0,13.75,,,,14.53,22.51,23.65,25.69,,,70.97,26.0,2.5,164,2,2004-07-02,ST,0
6555,4,3216,2,False,11.25,3,IRE,Gelding,60,TT/H/SR,1065.0,117,11,9,10,5,4.0,,,0.75,0.25,3.0,,,,23.91,22.65,23.15,,,,70.45,11.0,2.5,164,138,2004-01-12,ST,0
6556,12,1615,6,False,4.75,3,GB,Brown,60,--,1042.0,113,9,13,6,2,,,11.0,0.5,1.5,6.0,6.75,18.25,,14.08,21.63,22.64,,24.23,,83.5,12.0,2.2,38,39,2001-06-17,HV,0
6557,10,2335,6,False,5.75,3,AUS,Gelding,84,--,1151.0,122,4,10,10,6,,,,0.5,0.5,3.5,5.75,,,24.14,22.72,23.27,,,,124.57,99.0,2.3,98,151,2000-09-05,ST,0
6558,10,1453,9,False,2.25,3,AUS,Gelding,67,--,1162.0,129,2,11,7,7,,,,0.25,3.5,11.75,1.25,,,24.31,23.38,23.85,23.21,,,69.41,12.0,1.5,42,151,2005-11-10,ST,0
6559,7,2081,13,False,2.75,2,NZ,Gelding,60,--,1076.0,133,2,9,3,4,,,,1.0,7.5,9.0,4.75,,,23.92,25.25,22.77,23.2,,,70.48,99.0,,97,63,2001-02-16,ST,0
6560,10,385,11,False,3.75,3,NZ,Gelding,58,--,1124.0,121,14,11,12,5,9.0,,,4.75,9.5,2.5,2.75,8.5,,13.63,21.5,24.0,,,,103.64,99.0,2.5,7,24,1999-08-30,HV,0
6561,13,3270,8,False,4.5,4,AUS,Gelding,88,--,1041.0,120,6,2,10,5,,,,2.75,4.0,4.25,,2.5,,24.26,21.88,24.82,24.27,,,83.42,3.9,4.9,47,25,2001-02-05,ST,1
6562,7,1298,8,False,20.0,5,NZ,Gelding,60,--,1058.0,125,3,6,14,7,5.0,,,1.5,6.75,2.5,3.0,0.15,,27.85,23.64,25.63,,,,70.73,46.0,2.9,38,150,2003-09-22,HV,0
6563,12,2615,1,False,9.0,3,AUS,Gelding,60,--,1056.0,125,12,4,10,5,,,,4.0,1.0,3.75,3.25,,,28.6,23.39,24.5,22.04,,,71.35,5.0,3.6,38,63,2002-08-15,ST,0
6564,12,431,7,False,0.0,3,IRE,Gelding,60,--,995.0,128,5,5,4,2,5.0,,,11.0,2.0,4.5,11.0,,,25.27,20.85,24.75,21.92,23.74,,96.57,49.0,1.4,70,38,2003-07-17,ST,0
6565,11,656,6,False,4.75,3,AUS,Gelding,65,--,1038.0,116,3,5,6,4,,,,5.25,7.25,8.25,5.0,1.75,,14.29,23.01,25.21,23.16,,,58.62,13.0,7.2,98,18,2004-01-22,HV,0
6566,8,1997,1,False,12.75,3,NZ,Gelding,60,--,1156.0,111,6,10,12,14,,,,5.5,4.75,4.5,0.25,,,28.41,23.73,24.28,24.8,,,70.9,9.8,7.3,69,26,2002-11-04,ST,0
6567,7,3755,6,False,5.5,3,IRE,Gelding,60,B,1102.0,108,8,2,6,10,,,,6.25,4.5,4.75,,,,25.03,21.12,23.69,23.44,,,83.75,67.0,2.7,132,38,2005-03-17,HV,0
6568,3,319,7,False,22.25,3,IRE,Gelding,42,--,1185.0,124,4,11,8,1,13.0,,,3.75,3.75,2.5,6.75,,,24.2,22.71,23.18,,,,56.55,13.0,1.8,69,68,1999-10-28,ST,0
6569,2,468,3,False,0.0,3,NZ,Gelding,60,--,1063.0,127,3,2,4,3,,,,2.75,3.75,1.5,9.0,0.25,,14.58,22.35,23.62,,,,100.47,3.9,1.8,9,96,2000-03-14,HV,0
6570,1,4070,4,False,12.25,7,NZ,Gelding,62,TT,1018.0,125,14,5,11,7,2.0,1.0,,3.75,0.75,0.5,,,,23.9,21.59,23.88,25.72,24.03,25.05,83.46,12.0,4.1,97,2,2001-12-13,HV,0
6571,6,983,5,False,10.25,3,AUS,Gelding,60,V,1091.0,116,12,8,1,1,6.0,,,5.75,0.15,0.25,1.0,,,24.61,22.15,23.44,23.21,,,71.81,4.3,8.6,111,161,2006-07-30,ST,0
6572,2,2852,3,False,3.5,3,AUS,Gelding,67,--,1136.0,116,9,13,1,2,,,,1.25,3.5,1.75,6.75,,,25.59,23.13,24.44,,,,83.5,6.9,8.5,27,63,2003-02-02,HV,0
6573,11,2973,3,False,7.0,3,AUS,Gelding,60,--,1046.0,118,11,2,1,10,4.0,,,4.0,1.0,6.25,,,,24.41,21.5,24.53,23.72,,,71.7,14.0,7.3,109,64,2006-02-16,ST,1
6574,11,2794,1,False,6.0,3,NZ,Gelding,60,--,1021.0,128,5,11,8,8,,,,2.75,0.5,2.5,,,,24.67,23.4,25.23,24.09,,,100.99,8.7,5.1,138,91,2002-03-25,HV,0
6575,10,2669,9,False,9.75,3,AUS,Gelding,55,--,1223.0,121,10,12,1,11,2.0,11.0,,1.0,1.75,4.25,,6.0,,14.28,22.02,23.14,24.91,,,82.33,35.0,5.6,128,21,2001-10-07,HV,0
6576,7,4206,7,False,4.5,3,AUS,Gelding,62,--,1073.0,131,5,10,9,6,,,,4.75,0.75,4.0,4.25,,,13.72,22.91,23.64,23.67,,,83.11,99.0,1.5,38,40,2003-02-02,HV,0
6577,3,1264,6,False,7.75,3,AUS,Gelding,55,B-,1105.0,131,8,7,2,4,5.0,6.0,,6.5,7.5,2.75,,1.25,,13.97,22.48,24.45,26.61,,,111.57,1.7,2.7,4,95,2001-06-07,ST,0
6578,3,77,3,False,1.5,4,NZ,Gelding,57,--,1095.0,111,7,9,9,1,6.0,,,0.25,2.0,0.15,2.0,,,24.55,23.93,24.18,25.26,,24.14,70.31,1.9,2.5,117,18,1999-12-23,HV,0
6579,10,2339,2,False,2.0,3,NZ,Gelding,65,--,1149.0,114,4,8,11,1,11.0,,,8.25,3.75,2.25,,,,24.62,23.32,23.23,23.96,,,84.14,12.0,2.0,29,150,2000-08-11,HV,0
6580,6,546,2,False,2.5,3,NZ,Gelding,76,--,1078.0,123,3,12,12,9,1.0,,,1.5,1.75,0.25,2.25,,,14.0,22.31,24.19,,,,100.77,6.8,6.6,80,39,1999-06-03,ST,0
6581,11,21,11,False,0.25,3,NZ,Gelding,46,--,1115.0,120,11,3,4,4,,,,6.25,0.25,3.75,5.5,,2.5,13.79,23.72,24.68,23.21,,,102.34,46.0,8.9,54,131,2005-07-04,HV,0
6582,9,459,3,False,5.5,3,IRE,Gelding,60,--,1026.0,121,1,10,7,6,10.0,,,1.75,3.0,1.5,1.25,,,13.84,22.29,24.09,,,,82.02,14.0,9.9,118,64,2004-01-12,ST,1
6583,12,3421,6,False,3.25,5,NZ,Gelding,60,--,1057.0,114,6,9,12,11,,8.0,,3.5,2.5,1.5,,,,25.2,22.75,22.8,,,,83.81,5.6,2.9,128,21,1999-07-22,ST,0
6584,1,782,11,False,5.0,4,AUS,Gelding,60,B2,1085.0,133,11,12,9,7,2.0,,,2.75,0.25,1.75,2.75,,,24.37,22.79,24.04,24.55,,,71.48,3.1,3.1,54,150,2003-03-13,HV,0
6585,1,801,5,False,2.0,5,NZ,Gelding,54,--,1185.0,123,4,7,8,12,1.0,,,0.75,1.0,6.75,,,,14.24,23.23,23.68,,,,98.55,4.3,41.0,118,76,2001-07-09,ST,0
6586,3,3590,5,False,1.5,3,IRE,Gelding,82,--,1072.0,122,11,12,13,7,,,,0.15,4.25,7.25,,,,27.44,22.24,25.85,,,,70.82,15.0,10.0,97,63,2000-11-07,ST,0
6587,14,2929,6,False,8.0,3,NZ,Gelding,61,--,1123.0,120,2,9,8,12,14.0,,,2.25,0.15,0.25,0.75,,,14.24,21.88,23.21,,,,83.22,13.0,1.8,4,2,2001-03-17,ST,1
6588,12,3559,8,False,7.0,3,GB,Gelding,60,--,1100.0,132,10,4,8,10,5.0,,,3.25,1.0,6.5,,,,14.16,21.76,23.99,,,,69.81,14.0,3.0,132,63,2002-02-28,ST,0
